ObjectID,Stop ID,Stop Code,Stop Name,Stop Description,Stop Latitiude,Stop Longtitude,Wheelchair Boarding,x,y
17268,760,760,SE BUTLER - MOSQUEDA CENTER, ,36.728577,-119.742667,,6344033.75108847,2149190.1988159
17269,762,762,NE WINERY - BUTLER, ,36.728992,-119.731922,,6347183.63488056,2149317.10669856
17270,763,763,SE WINERY - LANE, ,36.732,-119.731899,,6347198.72015221,2150412.12091273
17271,764,764,NE WILLOW - ALTA, ,36.733652,-119.727338,,6348539.77947797,2151003.38022889
17272,765,765,KINGS CANYON - WALMART, ,36.735806,-119.72248,,6349969.18278714,2151776.80256656
17273,766,766,NE PEACH - KINGS CANYON, ,36.736312,-119.718298,,6351195.94772205,2151951.82091731
17274,767,767,NE PEACH - HUNTINGTON, ,36.738124,-119.718241,,6351217.58284938,2152611.35798407
17275,768,768,NE PEACH - TULARE, ,36.743337,-119.718184,,6351248.4761603,2154509.03725956
17276,769,769,SE PEACH - MCKENZIE TRAIL, ,36.747032,-119.718142,,6351270.84061688,2155854.11921506
17277,770,770,NE PEACH - HARVEY, ,36.754466,-119.718154,,6351287.56236821,2158560.51472089
17278,771,771,NE PEACH - OLIVE, ,36.757779,-119.718122,,6351305.95537606,2159766.55331931
17279,772,772,SE PEACH - PINE, ,36.761522,-119.718208,,6351290.95376563,2161129.39442565
17280,774,774,SE PEACH - McKINLEY, ,36.764022,-119.718217,,6351295.12370481,2162039.5487733
17281,776,776,NW CLINTON - ASHLEY, ,36.771612,-119.723365,,6349808.04761072,2164814.03633456
17282,777,777,NW CLINTON - FINE, ,36.772337,-119.72718,,6348692.71355531,2165086.41374256
17283,778,778,NE CLINTON - WINERY, ,36.772354,-119.731292,,6347488.45480897,2165101.74704523
17284,779,779,NW CLINTON - CHESTNUT, ,36.772335,-119.736775,,6345882.56399189,2165107.10366181
17285,780,780,NW CLINTON - SIERRA VISTA, ,36.772336,-119.741094,,6344617.63640364,2165117.2004264
17286,781,781,NW CLINTON - MAPLE, ,36.772372,-119.745743,,6343256.1594678,2165140.8460484
17287,782,782,NW CLINTON - BARTON, ,36.772396,-119.750359,,6341904.31505863,2165160.11372639
17288,783,783,NW CLINTON - CEDAR, ,36.772436,-119.755198,,6340487.20667239,2165185.78460681
17289,784,784,NE CLINTON - NINTH, ,36.772428,-119.75925,,6339300.45445272,2165192.22914773
17290,785,785,NW CLINTON - SIXTH, ,36.772404,-119.764665,,6337714.4677953,2165196.07428439
17291,786,786,NW CLINTON - BOND, ,36.772391,-119.768283,,6336654.80882539,2165199.79835831
17292,787,787,NW CLINTON - FIRST, ,36.772372,-119.773483,,6335131.80432548,2165205.10576239
17293,788,788,NW CLINTON - ORCHARD, ,36.772374,-119.77511,,6334655.30298188,2165209.67596322
17294,789,789,NW CLINTON - ANGUS, ,36.772361,-119.777517,,6333950.31554672,2165210.64151248
17295,790,790,NE CLINTON - FRESNO, ,36.772352,-119.780823,,6332982.04517356,2165215.22057156
17296,791,791,NW CLINTON -THESTA,E CLINTON AVE & N THESTA ST,36.772329,-119.784322,,6331957.20864056,2165215.19793381
17297,792,792,NW CLINTON - EFFIE, ,36.772352,-119.788513,,6330729.83970422,2165233.62210956
17298,794,794,NW CLINTON - BLACKSTONE, ,36.772384,-119.790998,,6330002.1426688,2165251.25658873
17299,795,795,NW CLINTON - COLLEGE, ,36.772325,-119.797596,,6328069.58058906,2165245.75955248
17300,796,796,NW CLINTON - MAROA, ,36.772296,-119.799983,,6327370.40154122,2165241.01677981
17301,797,797,NW CLINTON - WISHON, ,36.772278,-119.801423,,6326948.60776539,2165237.98004048
17302,798,798,NW CLINTON - VAN NESS, ,36.772259,-119.804566,,6326028.04563014,2165238.75956647
17303,799,799,NW CLINTON - PALM, ,36.772196,-119.809101,,6324699.66738139,2165226.98268715
17304,800,800,NW CLINTON - FARRIS, ,36.772163,-119.812279,,6323768.81064731,2165222.8258713
17305,801,801,NW CLINTON - ADOLINE, ,36.772177,-119.81457,,6323097.87826213,2165233.6057054
17306,802,802,NW CLINTON - FRUIT, ,36.772151,-119.818326,,6321997.76136789,2165233.49218856
17307,804,804,NW CLINTON - TEILMAN,W CLINTON AVE & PRIVATE DR,36.77207,-119.823007,,6320626.56365097,2165215.71925823
17308,806,806,NW CLINTON - WARREN,W CLINTON AVE & N WARREN AVE,36.772016,-119.829057,,6318854.50256255,2165211.3006319
17309,807,807,1814 W CLINTON,W CLINTON AVE & N WEBER AVE,36.771983,-119.832947,,6317715.11606181,2165209.14512439
17310,808,808,NE MARKS - CLINTON, ,36.772462,-119.844207,,6314418.88151255,2165412.32089914
17311,809,809,SE MARKS - PRINCETON, ,36.775381,-119.844277,,6314407.72241414,2166475.16523014
17312,810,810,3396 SHIELDS, ,36.778439,-119.846994,,6313621.83619064,2167595.43956439
17313,811,811,NW SHIELDS - VALENTINE, ,36.779275,-119.851441,,6312322.2311783,2167911.30179356
17314,812,812,NW SHIELDS - SELLAND, ,36.779249,-119.855857,,6311028.9365208,2167913.33164515
17315,813,813,NE VAN NESS - VENTURA, ,36.731133,-119.785195,,6331578.9111688,2150219.84144165
17316,818,818,NW SHAW - POLLASKY,SHAW AVE & POLLASKY AVE,36.808514,-119.702696,,6355959.86240681,2178203.50135347
17317,819,819,NW SHAW - HARVARD,SHAW AVE & HARVARD AVE,36.808485,-119.706735,,6354777.41037539,2178201.61979556
17318,820,820,NW SHAW - MINNEWAWA,W SHAW AVE & SHAW AVE,36.808465,-119.709858,,6353863.13136405,2178201.08141081
17319,821,821,NW SHAW - VILLA,W SHAW AVE & N VILLA AVE,36.808462,-119.714474,,6352511.83846296,2178210.00954255
17320,822,822,NW SHAW - PEACH,W SHAW AVE & N PEACH AVE,36.80846,-119.717008,,6351770.03154764,2178214.80972981
17321,823,823,NW SHAW - HELM,W SHAW AVE & HELM AVE,36.808509,-119.724305,,6349634.04795872,2178248.67777231
17322,824,824,NW SHAW-WILLOW,W SHAW AVE & E SHAW AVE,36.808533,-119.728005,,6348550.98024297,2178265.60490382
17323,825,825,NW SHAW - CHESTNUT,E SHAW AVE & FRONTAGE RD,36.808579,-119.737429,,6345792.33976288,2178303.39944765
17324,826,826,NW SHAW - WOODROW,E SHAW AVE & N WOODROW AVE,36.808594,-119.741084,,6344722.42326756,2178317.09627065
17325,827,827,NW SHAW - BARTON,E SHAW AVE & N ROWELL AVE,36.808622,-119.75018,,6342059.75700498,2178347.96333489
17326,829,829,SW FIRST - SHAW, ,36.806461,-119.77249,,6335522.45216621,2177613.01270506
17327,830,830,SW FIRST - SANTA ANA, ,36.804653,-119.772457,,6335526.8186273,2176954.72235498
17328,831,831,SW FIRST - GETTYSBURG, ,36.801056,-119.772442,,6335520.67723538,2175645.18002656
17329,833,833,NW FIRST - ASHLAN, ,36.794942,-119.772456,,6335498.67563897,2173419.3806724
17330,834,834,SW FIRST - SUSSEX, ,36.791204,-119.772531,,6335465.76986489,2172058.72132023
17331,835,835,NW DAKOTA - MARIPOSA, ,36.786909,-119.77763,,6333960.10489722,2170507.15815039
17332,836,836,MANCHESTER TRANSIT CENTER SB 28,PRIVATE,36.783604,-119.790338,,6330229.05461656,2169334.33831756
17333,837,837,MANCHESTER TRANSIT CENTER NB 28,N BLACKSTONE AVE & E FEDORA AVE,36.783595,-119.79044,,6330199.15867896,2169331.30781181
17334,838,838,SE DAKOTA - BLACKSTONE, ,36.786696,-119.789657,,6330437.72841181,2170458.35116139
17335,839,839,SW DAKOTA - EFFIE, ,36.786733,-119.787309,,6331125.3805798,2170466.17627698
17336,840,840,SE DAKOTA - FRESNO, ,36.786734,-119.780971,,6332981.27680239,2170451.38726456
17337,841,841,SE DAKOTA - ANGUS, ,36.786748,-119.776724,,6334224.9255618,2170446.39842939
17338,842,842,SE DAKOTA FIRST,E DAKOTA AVE & N FIRST ST,36.786741,-119.771943,,6335624.87847055,2170432.56249906
17339,843,843,NE FIRST - SUSSEX,N FIRST ST & E HAMPTON WAY,36.791524,-119.772257,,6335546.9347288,2172174.57345073
17340,844,844,SE FIRST - ASHLAN, ,36.793556,-119.772226,,6335561.95996122,2172914.25930731
17341,846,846,SE SHAW - FISHER,E SHAW AVE & N FISHER ST,36.80854,-119.769696,,6336346.44920589,2178363.3176349
17342,847,847,SE SHAW - MILLBROOK,E SHAW AVE & N SIXTH ST,36.808567,-119.760679,,6338986.1443858,2178352.11588565
17343,848,848,SE SHAW - NINTH,E SHAW AVE & FRONTAGE RD,36.808569,-119.758473,,6339631.92983964,2178347.73630123
17344,851,851,Chestnut Station, ,36.73603,-119.736864,,6345755.08918121,2151890.37222131
17345,854,854,Maple Station, ,36.735995,-119.74611,,6343045.78948171,2151898.54772989
17346,862,862,First Street Station, ,36.735986,-119.773059,,6335149.35612763,2151957.72576115
17347,863,863,NW VENTURA - R ST, ,36.735578,-119.777969,,6333709.46071348,2151820.81068064
17348,864,864,M Street Station,VENTURA ST & M ST,36.731788,-119.783249,,6332151.09375148,2150453.63756198
17349,865,865,SE SHAW - BARTON,E SHAW AVE & N BARTON AVE,36.808551,-119.749388,,6342291.40385139,2178320.30525373
17350,870,870,NE VAN NESS - AMADOR, ,36.742765,-119.79799,,6327864.77030313,2154485.36932789
17351,871,871,NE VAN NESS - NEVADA, ,36.745946,-119.79888,,6327613.64547731,2155645.58026206
17352,872,872,NE VAN NESS - MILDREDA, ,36.747509,-119.798885,,6327616.91417155,2156214.60274605
17353,873,873,SE VAN NESS - BELMONT, ,36.749814,-119.798837,,6327637.95645231,2157053.6220654
17354,874,874,950 N VAN NESS NB, ,36.754395,-119.798826,,6327655.0509063,2158721.31098723
17355,875,875,NE VAN NESS - OLIVE, ,36.757872,-119.798789,,6327676.41798955,2159987.02597548
17356,877,877,NE VAN NESS - FLORADORA, ,36.761457,-119.798939,,6327643.33603472,2161292.51483431
17357,878,878,NE VAN NESS - HOME,N VAN NESS AVE & E HOME AVE,36.763358,-119.798902,,6327659.9308178,2161984.48654747
17358,879,879,NE MAROA - CLINTON, ,36.772474,-119.799533,,6327502.73460989,2165304.72072065
17359,880,880,NE MAROA - HARVARD, ,36.774179,-119.799542,,6327505.26642898,2165925.45143457
17360,881,881,SE MAROA - SANTA FE RXR, ,36.775489,-119.79956,,6327503.96525048,2166402.40389273
17361,883,883,SE SHIELDS - MAROA, ,36.779401,-119.798933,,6327699.43762855,2167825.0493414
17362,884,884,SE SHIELDS - DEL MAR, ,36.779412,-119.794787,,6328913.61630255,2167818.97979973
17363,885,885,1234 E SHAW - FISH & GAME WB,E SHAW AVE & FRONTAGE RD,36.808613,-119.767796,,6336902.86344738,2178385.44160639
17364,886,886,SW M ST - INYO, ,36.733701,-119.784556,,6331773.79529347,2151153.1906248
17365,887,887,SW VENTURA - N ST, ,36.732541,-119.781934,,6332538.65826505,2150724.6268494
17366,889,889,SE VENTURA - R ST, ,36.735437,-119.777798,,6333759.15057471,2151769.07390748
17367,890,890,SE VENTURA - HAZELWOOD, ,36.735775,-119.774731,,6334658.81937905,2151884.85878089
17368,891,891,First Street Station, ,36.73577,-119.772161,,6335411.84936905,2151876.97395414
17369,897,897,NW WISHON - WELDON, ,36.768911,-119.801155,,6327016.87272072,2164011.56221773
17370,898,898,SW WISHON - McKINLEY, ,36.764696,-119.801151,,6327005.24347889,2162477.07480115
17371,899,899,SW WISHON - PINE, ,36.762119,-119.801148,,6326998.29598622,2161538.90705806
17372,900,900,SW WISHON - FERN, ,36.758428,-119.801138,,6326990.01614714,2160195.16991614
17373,901,901,SW WISHON - OLIVE, ,36.756885,-119.801027,,6327017.84581588,2159633.16808739
17374,902,902,SW FULTON - DENNETT, ,36.755686,-119.800384,,6327202.56362231,2159195.10072206
17375,903,903,SW FULTON - DUDLEY, ,36.753609,-119.800412,,6327188.0597143,2158439.03563315
17376,904,904,SW FULTON - THOMAS, ,36.751935,-119.800432,,6327177.12141597,2157829.66349231
17377,905,905,SW FULTON - BELMONT, ,36.749919,-119.800441,,6327168.36782455,2157095.7597764
17378,906,906,SW FULTON - NEVADA, ,36.745434,-119.800422,,6327160.32584588,2155462.94808139
17379,907,907,SW FULTON - SACRAMENTO, ,36.742686,-119.799916,,6327300.23927997,2154461.30375923
17380,909,909,SW FULTON - SAN JOAQUIN, ,36.740652,-119.79767,,6327952.13692631,2153715.3531514
17381,910,910,NW FULTON - STANISLAUS, ,36.738968,-119.795809,,6328492.31957297,2153097.76974089
17382,912,912,Maple Station,E KINGS CANYON RD & S BACKER AVE,36.735898,-119.745427,,6343245.64341272,2151861.68067764
17383,915,915,NW CHESTNUT - ELMONTE, ,36.735344,-119.73651,,6345856.90065739,2151639.8372893
17384,916,916,SE HAMILTON - CHESTNUT, ,36.725047,-119.736053,,6345962.07892472,2147890.17877814
17385,917,917,SE HAMILTON -UNIT 71, ,36.725041,-119.733821,,6346616.16094989,2147882.98883189
17386,918,918,SW HAMILTON - WINERY, ,36.725043,-119.732259,,6347073.91889264,2147880.2230894
17387,919,919,1717 S WINERY NB, ,36.726214,-119.731963,,6347163.91215096,2148305.86528273
17388,925,925,SE SHAW - MAPLE,E SHAW AVE & N BACKER AVE,36.808555,-119.745077,,6343553.40952948,2178311.94240956
17389,926,926,SE SHAW - WOODROW,E SHAW AVE & N WOODROW AVE,36.808532,-119.740563,,6344874.76581064,2178293.34828664
17390,927,927,SW SHAW - CHESTNUT,E SHAW AVE & N CHESTNUT AVE,36.808527,-119.736502,,6346063.56297372,2178282.38603823
17391,929,929,SE SHAW - WILLOW,W SHAW AVE & WILLOW AVE,36.808463,-119.726772,,6348911.73444273,2178237.38711248
17392,930,930,SE SHAW - HELM,W SHAW AVE & SYLMAR AVE,36.808448,-119.722133,,6350269.71007322,2178221.6820914
17393,931,931,SE SHAW - PEACH,W SHAW AVE & N PEACH AVE,36.808424,-119.718739,,6351263.20185263,2178205.49150698
17394,933,933,SE SHAW - VILLA,W SHAW AVE & N MINNEWAWA AVE,36.8084,-119.713229,,6352876.13104147,2178184.72908132
17395,934,934,SE SHAW - MINNEWAWA,SHAW AVE & CHERRY LN,36.808412,-119.708704,,6354200.81047872,2178179.29142815
17396,935,935,SW SHAW - DEWITT,SHAW AVE & HARVARD AVE,36.808432,-119.705242,,6355214.32879288,2178179.11196657
17397,936,936,SW SHAW - POLLASKY,SHAW AVE & POLLASKY AVE,36.808451,-119.702255,,6356088.79292323,2178179.62147997
17398,937,937,SE SHAW - CLOVIS,SHAW AVE & RAILROAD AVE,36.808471,-119.699653,,6356850.55452305,2178181.34326132
17399,938,938,SE SHAW - COLE,SHAW AVE & COLE AVE,36.808482,-119.694935,,6358231.72925414,2178175.3199794
17400,939,939,NE SUNNYSIDE - SHAW,SUNNYSIDE AVE & COLE AVE,36.809573,-119.690829,,6359436.5759258,2178563.83560656
17401,940,940,NW HOBLETT - SUNNYSIDE,HOBLITT AVE & SUNNYSIDE AVE,36.813999,-119.692337,,6359006.74640489,2180178.33697073
17402,941,941,SW COLE - SCOTT,COLE AVE & SHAW AVE,36.811338,-119.695537,,6358063.03011647,2179216.34578447
17403,942,942,NE GETTYSBURG - CEDAR,FRONTAGE RD & N ARCHIE AVE,36.801281,-119.753982,,6340925.78584772,2175684.14320323
17404,943,943,SE CRYSTAL - KEARNEY, ,36.728211,-119.831094,,6318119.91216822,2149269.27182047
17405,944,944,SW KEARNEY - WEST, ,36.728355,-119.827071,,6319299.26676489,2149311.5174709
17406,945,945,SW KEARNEY - TEILMAN, ,36.728387,-119.822328,,6320689.25643897,2149311.23171031
17407,946,946,SW KEARNEY - FRUIT, ,36.72841,-119.817996,,6321958.77850622,2149308.76353939
17408,947,947,SW KEARNEY - ARTHUR, ,36.728421,-119.815523,,6322683.50113814,2149306.60507914
17409,948,948,SW KEARNEY - THORNE, ,36.728401,-119.813169,,6323373.25664839,2149293.47452797
17410,949,949,SE KEARNEY - PLUMAS, ,36.728447,-119.811404,,6323890.61453755,2149305.8462224
17411,950,950,NE TRINITY - KEARNEY, ,36.729007,-119.808644,,6324701.12243097,2149502.89176007
17412,951,951,NE TRINITY - STANISLAUS, ,36.732033,-119.808586,,6324727.3933758,2150604.36002956
17413,953,953,TRINITY - B ST,S TRINITY ST & B ST,36.735585,-119.808507,,6324761.4287408,2151897.26689257
17414,954,954,TRINITY - PLAYGROUND, ,36.737613,-119.808504,,6324768.5232148,2152635.55117714
17415,955,955,SW E ST - EL DORADO, ,36.739354,-119.806675,,6325309.75441581,2153264.85470857
17416,956,956,1833 E E ST NB, ,36.737676,-119.804821,,6325847.85537373,2152649.42221239
17417,957,957,E ST - WW GRAINGER NB, ,36.734139,-119.800931,,6326976.90823372,2151352.25092223
17418,958,958,NW E ST - FRESNO, ,36.732296,-119.798888,,6327569.96479039,2150676.32215598
17419,964,964,NE BLACKSTONE - McKINLEY, ,36.76546,-119.790416,,6330151.84971847,2162729.1559899
17420,966,966,Weldon Station, ,36.769006,-119.790412,,6330163.64595471,2164020.07499598
17421,967,967,Clinton Station, ,36.772652,-119.790412,,6330174.57014547,2165347.40961164
17422,971,971,Griffith Station, ,36.790804,-119.790389,,6330235.69239855,2171955.6470513
17423,973,973,Ashlan Station, ,36.794557,-119.790379,,6330249.86494239,2173321.91761273
17424,975,975,Gettysburg Station, ,36.8017,-119.790347,,6330280.63456589,2175922.28150648
17425,979,979,Shaw Station, ,36.809101,-119.790297,,6330317.44485971,2178616.53267965
17426,982,982,Barstow Station, ,36.816085,-119.790257,,6330350.07602805,2181159.00069182
17427,984,984,Bullard Station, ,36.821801,-119.790199,,6330384.17536931,2183239.80591339
17428,987,987,Sierra Station, ,36.831107,-119.790146,,6330427.56143738,2186627.59080447
17429,997,997,SW BLACKSTONE - NEES, ,36.850655,-119.791149,,6330192.65770772,2193746.61265564
17430,999,999,El Paso Station,N BLACKSTONE AVE & W ALLUVIAL AVE,36.845619,-119.790668,,6330318.2936113,2191912.05464497
17431,1005,1005,Sierra Station, ,36.829859,-119.790481,,6330325.78342572,2186174.05430998
17432,1009,1009,Barstow Station, ,36.815129,-119.790592,,6330249.15365772,2180811.77041514
17433,1017,1017,Ashlan Station, ,36.793701,-119.790683,,6330158.29097855,2173011.01994056
17434,1018,1018,Griffith Station, ,36.790151,-119.790699,,6330142.96587797,2171718.66721031
17435,1023,1023,Weldon Station,N BLACKSTONE AVE & E WELDON AVE,36.768251,-119.790579,,6330112.47118831,2163745.61819582
17436,1028,1028,Belmont Station, ,36.749826,-119.790643,,6330038.50447272,2157038.12570532
17437,1030,1030,NW M ST - MARIPOSA,MARIPOSA MALL & M ST,36.737058,-119.788165,,6330726.31182414,2152383.96440998
17438,1031,1031,NE E ST - TUOLUMNE, ,36.734026,-119.800538,,6327091.72198047,2151310.15323739
17439,1032,1032,NE E ST - STANISLAUS, ,36.735171,-119.801793,,6326727.46253839,2151730.05725323
17440,1033,1033,1755 E ST SB, ,36.738038,-119.804959,,6325808.5250718,2152781.54694815
17441,1034,1034,NW EL DORADO - E ST, ,36.739496,-119.80717,,6325165.1543113,2153317.76831664
17442,1035,1035,SW TRINITY - EL DORADO, ,36.737702,-119.808626,,6324733.04953247,2152668.25255531
17443,1036,1036,NW TRINITY - B ST,S TRINITY ST & E WHITES BRIDGE AVE,36.735888,-119.808507,,6324762.35754472,2152007.57375856
17444,1038,1038,NW TRINITY - STANISLAUS, ,36.731992,-119.808702,,6324693.27664614,2150589.72029506
17445,1040,1040,SW TRINITY - STROTHER, ,36.726238,-119.808854,,6324631.09435581,2148495.3596544
17446,1041,1041,NE EDEN - MODOC, ,36.72546,-119.810029,,6324284.37293638,2148215.03245914
17447,1042,1042,SW THORNE - EDEN, ,36.724996,-119.813293,,6323326.42209639,2148054.19813514
17448,1043,1043,NW THORNE - CALIFORNIA, ,36.722494,-119.813394,,6323289.10917889,2147143.6005469
17449,1044,1044,NW CALIFORNIA - FRUIT, ,36.721436,-119.818066,,6321916.63915481,2146770.06750131
17450,1045,1045,NW CALIFORNIA - COURT, ,36.721395,-119.820784,,6321119.95636497,2146761.93825248
17451,1046,1046,SW TEILMAN - WOODWARD, ,36.72208,-119.822177,,6320713.84923756,2147014.80290423
17452,1047,1047,NW EDEN - TEILMAN, ,36.724953,-119.822852,,6320524.9923318,2148062.40612398
17453,1048,1048,NE EDEN - WEST, ,36.724957,-119.826132,,6319563.79018597,2148072.11443789
17454,1049,1049,NE EDEN - SUNSET, ,36.724944,-119.828087,,6318990.83070198,2148072.31588106
17455,1050,1050,NE EDEN - CRYSTAL, ,36.724915,-119.830978,,6318143.5226853,2148069.07671431
17456,1051,1051,NE CRYSTAL - STROTHER, ,36.72667,-119.831113,,6318109.48961689,2148708.32248306
17457,1052,1052,SE MARTIN LUTHER KING - CHESTER, ,36.694272,-119.799763,,6327198.2919773,2136835.90462689
17458,1053,1053,SE MARTIN LUTHER KING- JOLSON, ,36.696475,-119.799742,,6327211.12692539,2137637.84790489
17459,1054,1054,NE MARTIN LUTHER KING - ANNADALE, ,36.699873,-119.799753,,6327218.20368288,2138874.90514205
17460,1055,1055,SE MARTIN LUTHER KING - VINE, ,36.703018,-119.799753,,6327227.73778455,2140019.83264223
17461,1057,1057,NE MARTIN LUTHER KING - KAVILAND, ,36.708877,-119.799757,,6327244.32764639,2142152.79523981
17462,1059,1059,SE MARTIN LUTHER KING - CHURCH,S MARTIN LUTHER KING JR BLVD & E EUGENIA AVE,36.713594,-119.7997,,6327275.33447413,2143869.86857732
17463,1060,1060,NE MARTIN LUTHER KING - FLORENCE,S MARTIN LUTHER KING JR BLVD & E FLORENCE AVE,36.718164,-119.799766,,6327269.84465572,2145533.72876665
17464,1061,1061,NE POTTLE - CALIFORNIA, ,36.721847,-119.799969,,6327221.51798072,2146875.01381373
17465,1062,1062,NE POTTLE - KERN, ,36.723859,-119.802155,,6326586.99431539,2147612.82270557
17466,1063,1063,SE FRESNO - POTTLE, ,36.726716,-119.805079,,6325738.81228472,2148660.07946931
17467,1064,1064,SW FRESNO - MAYOR, ,36.727892,-119.803438,,6326223.2840848,2149084.17343739
17468,1065,1065,SE FRESNO - FULTON MALL, ,36.735978,-119.79203,,6329590.59263888,2152000.10756615
17469,1066,1066,SE FRESNO - N ST, ,36.738965,-119.787864,,6330820.20271248,2153077.48369223
17470,1067,1067,SE FRESNO - P ST, ,36.740409,-119.785794,,6331431.01612338,2153598.20312323
17471,1068,1068,SE FRESNO - R ST, ,36.741806,-119.783848,,6332005.33682513,2154102.12173481
17472,1069,1069,NE FRESNO - McKENZIE, ,36.74708,-119.781451,,6332723.25763339,2156016.40137081
17473,1070,1070,SE FRESNO - BELMONT, ,36.749835,-119.781414,,6332742.25825155,2157019.27305272
17474,1071,1071,SE FRESNO - FWY 180, ,36.754008,-119.781471,,6332737.92131796,2158538.59448914
17475,1072,1072,NE FRESNO - OLIVE, ,36.758074,-119.781444,,6332757.87501822,2160018.76344481
17476,1073,1073,SE FRESNO - HEDGES, ,36.75969,-119.781434,,6332765.59121014,2160607.04704514
17477,1075,1075,SE FRESNO - McKINLEY, ,36.765322,-119.781455,,6332776.12366939,2162657.43762939
17478,1076,1076,SE FRESNO - WELDON, ,36.767674,-119.781447,,6332785.43401822,2163513.66951273
17479,1077,1077,SE FRESNO - BERKLEY, ,36.770255,-119.78147,,6332786.34313713,2164453.3434864
17480,1080,1080,NE FRESNO - PRINCETON, ,36.776154,-119.78146,,6332806.74663964,2166600.86707848
17481,1081,1081,NE FRESNO - CORNELL, ,36.77799,-119.781473,,6332808.37819806,2167269.29946864
17482,1083,1083,NE FRESNO - DAKOTA, ,36.787139,-119.781389,,6332860.07756972,2170599.82463172
17483,1085,1085,SW FRESNO - GRIFFITH,N FRESNO ST & N FRONTAGE RD W,36.790202,-119.78136,,6332877.64183906,2171714.85291348
17484,1086,1086,NE FRESNO - ASHLAN, ,36.794946,-119.781336,,6332898.72020897,2173441.86914448
17485,1087,1087,NE FRESNO - ASHCROFT,N FRESNO ST & E HOLLAND AVE,36.798531,-119.781338,,6332908.75299731,2174747.00990689
17486,1088,1088,SE FRESNO - GETTYSBURG, ,36.800946,-119.781299,,6332927.3238263,2175626.10952665
17487,1089,1089,NE FRESNO - ALAMOS, ,36.805673,-119.781222,,6332963.86541989,2177346.81474665
17488,1091,1091,NE FRESNO - SAN JOSE, ,36.812387,-119.781282,,6332966.18496905,2179791.22718064
17489,1092,1092,NE FRESNO - BARSTOW, ,36.816405,-119.781279,,6332978.96283063,2181253.99722098
17490,1093,1093,SE FRESNO - BROWNING, ,36.818965,-119.781256,,6332993.27677839,2182185.92678756
17491,1094,1094,NE FRESNO - BULLARD, ,36.82331,-119.781238,,6333011.41322505,2183767.70971322
17492,1095,1095,NE FRESNO - ESCALON, ,36.826948,-119.781212,,6333029.79639038,2185092.08698572
17493,1096,1096,NE FRESNO - SIERRA, ,36.830583,-119.781215,,6333039.68318164,2186415.44227864
17494,1097,1097,NE FRESNO - PALO ALTO, ,36.834127,-119.781194,,6333056.32389639,2187705.61227047
17495,1099,1099,NE FRESNO - HOWARD, ,36.842346,-119.78314,,6332511.24526213,2190702.44321907
17496,1100,1100,NE FRESNO - ALLUVIAL, ,36.845056,-119.783629,,6332376.20977105,2191690.20863198
17497,1101,1101,NE FRESNO - EL PASO, ,36.848899,-119.783666,,6332376.79999296,2193089.3747969
17498,1104,1104,SW EL PASO - FRESNO, ,36.848233,-119.784537,,6332119.97832814,2192848.99207556
17499,1105,1105,SW FRESNO - ALLUVIAL, ,36.844362,-119.783977,,6332272.32283972,2191438.38302015
17500,1106,1106,SW FRESNO - HOWARD, ,36.84167,-119.783117,,6332515.96867789,2190456.28491873
17501,1108,1108,NW FRESNO - PALO ALTO, ,36.834291,-119.781469,,6332976.33357081,2187765.97271407
17502,1109,1109,SW FRESNO - SIERRA, ,36.829938,-119.781464,,6332964.90150705,2186181.21833764
17503,1110,1110,SW FRESNO - ESCALON, ,36.826463,-119.781463,,6332954.89988664,2184916.11719331
17504,1111,1111,SW FRESNO - BULLARD, ,36.822416,-119.781432,,6332951.98453814,2183442.70511389
17505,1112,1112,SW FRESNO - BROWNING, ,36.81909,-119.781432,,6332942.13219564,2182231.85287681
17506,1113,1113,SW FRESNO - BARSTOW, ,36.815273,-119.781442,,6332927.89830022,2180842.27396306
17507,1114,1114,NW FRESNO - SAN JOSE, ,36.81244,-119.781458,,6332914.82253897,2179810.94138005
17508,1116,1116,SW FRESNO - ACACIA,N FRESNO ST & E SANTA ANA AVE,36.804162,-119.781511,,6332874.78456131,2176797.41558297
17509,1117,1117,SW FRESNO - GETTYSBURG, ,36.800956,-119.781503,,6332867.6290638,2175630.23583072
17510,1118,1118,NW FRESNO - RICHERT,N FRESNO ST & E SANTA ANA AVE,36.796967,-119.781542,,6332844.39321789,2174178.11439115
17511,1119,1119,SW FRESNO - ASHLAN, ,36.793506,-119.781532,,6332837.06744514,2172918.09788232
17512,1120,1120,SW FRESNO - SAGINAW, ,36.788451,-119.781578,,6332808.62229206,2171077.91357057
17513,1121,1121,NW DAKOTA - FRESNO, ,36.786911,-119.78245,,6332548.72090897,2170519.34972706
17514,1122,1122,NE DAKOTA - DIANA, ,36.786906,-119.786822,,6331268.49971613,2170527.98881739
17515,1125,1125,SW FRESNO - SIMPSON, ,36.778419,-119.781661,,6332754.59320064,2167425.92612389
17516,1126,1126,NW FRESNO - PRINCETON, ,36.776128,-119.781652,,6332750.4403218,2166591.85922247
17517,1129,1129,NW FRESNO - BERKELEY, ,36.770488,-119.781648,,6332734.90065472,2164538.59200355
17518,1130,1130,SW FRESNO - WELDON, ,36.768405,-119.78165,,6332728.14279422,2163780.27560681
17519,1131,1131,SW FRESNO - McKINLEY, ,36.764719,-119.781644,,6332718.97844248,2162438.36457673
17520,1132,1132,SW FRESNO - HOME, ,36.762468,-119.781639,,6332713.77340038,2161618.87146506
